Status,PO #,Ship Date,Item,Description,Notes,Date Sent from SF,Diamond ETA,Insurance Value,Drop Ship?,Actual Ship Date,Date Created,SO#,Tracking #,Quantity,Upload?,Portal URL
"Ready to Invoice,Shipped",412086,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 14:28:31",,,,No,https://partner.brilliantearth.com/production/record-153836/
"Ready to Invoice,Shipped",412086,"Sep. 19, 2019",BE1D225LC : BE1D225LC-18KW-N-S6,"18K White Gold Selene Lab Diamond Ring, Size 6",Qty is 1. Please set with 7mm RD CZ arriving from SF  Please set with lab melee,"Sep. 13, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 14:28:31",,,1,No,https://partner.brilliantearth.com/production/record-153836/
"Ready to Invoice,Shipped",412094,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 14:28:46",,,,No,https://partner.brilliantearth.com/production/record-153940/
"Ready to Invoice,Shipped",412094,"Sep. 19, 2019",BE150BD12R8LC : BE150BD12R8LC-18KW-N-S6,"18K White Gold Tiara Lab Diamond Ring, Size 6",Qty is 2. Please set with 7mm RD CZ arriving from SF  Please set with lab melee,"Sep. 13, 2019",,1680.00,No,"Sep. 19, 2019","Aug. 29, 2019 14:28:46",,,2,No,https://partner.brilliantearth.com/production/record-153940/
"Ready to Invoice,Shipped",412125,"Sep. 11, 2019",,,,,,,No,"Sep. 11, 2019","Aug. 29, 2019 16:02:18",Sales Order #2019470000,,,No,https://partner.brilliantearth.com/production/record-154023/
"Ready to Invoice,Shipped",412125,"Sep. 11, 2019",BE1D32HLC : BE1D32HLC-14KR-N-S65,"14K Rose Gold Odessa Lab Diamond Ring, Size 6.5",Set with: Stock#  SPELC8.0RD3 Description: 8mm Peach Round Lab Created Sapphire Stone arriving from SF on: 9/3 Stone insurance value: 1640.00,"Sep. 03, 2019",,2752.00,No,"Sep. 11, 2019","Aug. 29, 2019 16:02:18",Sales Order #2019470000,,1,No,https://partner.brilliantearth.com/production/record-154023/
"Ready to Invoice,Shipped",412135,"Sep. 10, 2019",,,,,"Sep. 03, 2019",,No,"Sep. 10, 2019","Aug. 29, 2019 16:30:53",Sales Order #2019469904,,,No,https://partner.brilliantearth.com/production/record-154081/
"Ready to Invoice,Shipped",412135,"Sep. 10, 2019",BE1D32HLC : BE1D32HLC-18KW-N-S45,"18K White Gold Odessa Lab Diamond Ring, Size 4.5","Set with: 3401320Y Descriptoin: 1.69 Carat, Oval, Ideal Cut, G Color, SI1 Clarity, 9.20 x 6.81 x 4.21mm, Conflict Free Lab Created Diamond	  Cert: 291970034  Arriving from SF on 9/4/2019  Stone insurance value: 3232.00","Sep. 03, 2019","Sep. 03, 2019",4344.00,No,"Sep. 10, 2019","Aug. 29, 2019 16:30:53",Sales Order #2019469904,,1,No,https://partner.brilliantearth.com/production/record-154081/
"Ready to Invoice,Shipped",412152,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 16:40:24",,,,No,https://partner.brilliantearth.com/production/record-153889/
"Ready to Invoice,Shipped",412152,"Sep. 19, 2019",BE1D32HLC : BE1D32HLC-18KW-N-S6,"18K White Gold Odessa Lab Diamond Ring, Size 6",Qty is 2. Please set with 7mm CU CZ arriving from SF,"Sep. 13, 2019",,2224.00,No,"Sep. 19, 2019","Aug. 29, 2019 16:40:24",,,2,No,https://partner.brilliantearth.com/production/record-153889/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",412160,"Sep. 11, 2019",,,,,,,Yes,"Sep. 11, 2019","Aug. 29, 2019 17:00:43",Sales Order #2019470008,,,No,https://partner.brilliantearth.com/production/record-154066/
"Drop Ship Approved,Lab Screen Passed,Ready to Invoice,Shipped",412160,"Sep. 11, 2019",BE1PD25R25 : BE1PD25R25-18KW-N-S85,"18K White Gold Petite Shared Prong Diamond Ring (1/4 ct. tw.), Size 8.5",Set with: Stock#  SBSL6.0RD2	 Description: 6mm Premium Blue Round Sri Lanka Sapphire Stone arriving from SF on: 9/4 Stone insurance value: 2076.00,"Sep. 06, 2019",,3132.00,Yes,"Sep. 11, 2019","Aug. 29, 2019 17:00:43",Sales Order #2019470008,,1,No,https://partner.brilliantearth.com/production/record-154066/
"Ready to Invoice,Shipped",412161,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,,No,https://partner.brilliantearth.com/production/record-153902/
"Ready to Invoice,Shipped",412161,"Sep. 19, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S8,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 8",Qty is 1. Please set with 5mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,1,No,https://partner.brilliantearth.com/production/record-153902/
"Ready to Invoice,Shipped",412162,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,,No,https://partner.brilliantearth.com/production/record-153903/
"Ready to Invoice,Shipped",412162,"Sep. 19, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S9,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 9",Qty is 1. Please set with 4.5mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,1,No,https://partner.brilliantearth.com/production/record-153903/
"Ready to Invoice,Shipped",412163,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,,No,https://partner.brilliantearth.com/production/record-153901/
"Ready to Invoice,Shipped",412163,"Sep. 19, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S8,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 8",Qty is 1. Please set with 8mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,1,No,https://partner.brilliantearth.com/production/record-153901/
"Ready to Invoice,Shipped",412164,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 17:04:00",,,,No,https://partner.brilliantearth.com/production/record-153904/
"Ready to Invoice,Shipped",412164,"Sep. 19, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S9,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 9",Qty is 1. Please set with 6.5mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 17:04:00",,,1,No,https://partner.brilliantearth.com/production/record-153904/
"Ready to Invoice,Shipped",412165,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,,No,https://partner.brilliantearth.com/production/record-153905/
"Ready to Invoice,Shipped",412165,"Sep. 19, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S7,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 7",Qty is 1. Please set with 6mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 17:03:59",,,1,No,https://partner.brilliantearth.com/production/record-153905/
"Ready to Invoice,Shipped",412166,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 17:04:04",,,,No,https://partner.brilliantearth.com/production/record-153907/
"Ready to Invoice,Shipped",412166,"Sep. 19, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S8,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 8",Qty is 1. Please set with 6mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 17:04:04",,,1,No,https://partner.brilliantearth.com/production/record-153907/
"Ready to Invoice,Shipped",412167,"Sep. 23, 2019",,,,,,,No,"Sep. 23, 2019","Aug. 29, 2019 17:04:04",,,,No,https://partner.brilliantearth.com/production/record-153910/
"Ready to Invoice,Shipped",412167,"Sep. 23, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S9,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 9",Qty is 1. Please set with 5mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 23, 2019","Aug. 29, 2019 17:04:04",,,1,No,https://partner.brilliantearth.com/production/record-153910/
"Ready to Invoice,Shipped",412168,"Sep. 19, 2019",,,,,,,No,"Sep. 19, 2019","Aug. 29, 2019 17:04:04",,,,No,https://partner.brilliantearth.com/production/record-153906/
"Ready to Invoice,Shipped",412168,"Sep. 19, 2019",BE1PD25R25LC : BE1PD25R25LC-18KW-N-S7,"18K White Gold Petite Shared Prong Lab Diamond Ring (1/4 ct. tw.), Size 7",Qty is 1. Please set with 9mm RD CZ arriving from SF  Please set with lab melee,"Sep. 12, 2019",,792.00,No,"Sep. 19, 2019","Aug. 29, 2019 17:04:04",,,1,No,https://partner.brilliantearth.com/production/record-153906/
